Original Text,NULL
"A doNotify() call on the MyWaitNotify 1 may wake threads waiting in MyWaitNotify 2, but the signal will only be stored in MyWaitNotify 1.","(""doNotify()"", ""doNotify() is a method that may wake threads waiting in MyWaitNotify 2."", ""MyWaitNotify 1"")"
"After all, if doNotify() is called on the second MyWaitNotify instance all that can really happen is that Thread A and B are awakened by mistake.","(""doNotify"", ""doNotify() is a method that is called on the MyWaitNotify instance."", ""MyWaitNotify"")"
"This awakened thread (A or B) will check its signal in the while loop, and go back to waiting because doNotify() was not called on the first MyWaitNotify instance, in which they are waiting.",NULL
"The problem is, that since the doNotify() call only calls notify() and not notifyAll(), only one thread is awakened even if 4 threads are waiting on the same string instance (the empty string).","(""doNotify"", ""doNotify calls notify, indicating a direct relationship between the two methods."", ""notify"")"
"If the doNotify() method had called notifyAll() instead of notify(), all waiting threads had been awakened and checked for signals in turn.","(""doNotify"", ""doNotify() method is related to notifyAll() because it is suggested that doNotify() should have called notifyAll() instead of notify()."", ""notifyAll""); (""doNotify"", ""doNotify() method is related to notify() as it is the method that was originally called in the context of the statement."", ""notify"")"
"Thread A and B would have gone back to waiting, but one of either C or D would have noticed the signal and left the doWait() method call.","(""Thread A"", ""Thread A and Thread B are mentioned together as entities that would have gone back to waiting."", ""Thread B""); (""C"", ""C or D would have noticed the signal, indicating a relationship between them in the context of the scenario."", ""D""); (""C"", ""C is involved in the context where doWait() is called."", ""doWait()"")"
"The other of C and D would go back to waiting, because the thread discovering the signal clears it on the way out of doWait().","(""C"", ""C and D are mentioned together in the context of waiting for a signal."", ""D""); (""doWait()"", ""doWait() is a method that is related to the behavior of class C."", ""C"")"
"You may be tempted then to always call notifyAll() instead notify(), but this is a bad idea performance wise.",NULL
"For instance, each MyWaitNotify3 (example from earlier sections) instance has its own MonitorObject instance rather than using the empty string for wait() / notify() calls.","(""MyWaitNotify3"", ""MyWaitNotify3 instances have their own MonitorObject instances for synchronization purposes."", ""MonitorObject""); (""MyWaitNotify3"", ""MyWaitNotify3 uses wait() method for synchronization."", ""wait"")"
"The AtomicBoolean class provides you with a boolean variable which can be read and written atomically, and which also contains advanced atomic operations like compareAndSet().",NULL
"The AtomicBoolean class is located in the java.util.concurrent.atomic package, so the full class name is java.util.concurrent.atomic.AtomicBoolean .",NULL
You can get the value of an AtomicBoolean using the get() method.,NULL
You can set the value of an AtomicBoolean using the set() method.,NULL
You can swap the value of an AtomicBoolean using the getAndSet() method.,NULL
"The getAndSet() method returns the AtomicBoolean's current value, and sets a new value for it.",NULL
"The method compareAndSet() allows you to compare the current value of the AtomicBoolean to an expected value, and if current value is equal to the expected value, a new value can be set on the AtomicBoolean.",NULL
"The compareAndSet() method is atomic, so only a single thread can execute it at the same time.",NULL
"Thus, the compareAndSet() method can be used to implemented simple synchronizers like locks.",NULL
"The AtomicInteger class provides you with a int variable which can be read and written atomically, and which also contains advanced atomic operations like compareAndSet().",NULL
"The AtomicInteger class is located in the java.util.concurrent.atomic package, so the full class name is java.util.concurrent.atomic.AtomicInteger .",NULL
You can get the value of an AtomicInteger instance via the get() method.,NULL
